A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age
4.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,6.0,3.0,1.0,6.0,1,4.0,3.0,4.0,2,3.0,23
6.0,1.0,1.0,6.0,1.0,6.0,5.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1,1.0,6.0,1.0,1,3.0,23
3.0,5.0,,4.0,4.0,4.0,4.0,5.0,3.0,4.0,6.0,4.0,,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3,4.0,4.0,4.0,1,2.0,20
1.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,5.0,6.0,6.0,6.0,5.0,4.0,1.0,6.0,1,6.0,6.0,1.0,1,4.0,56
4.0,6.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,,5.0,4.0,6.0,5.0,5.0,6.0,4.0,2.0,5.0,2,5.0,5.0,2.0,2,5.0,28
1.0,4.0,4.0,1.0,6.0,5.0,4.0,4.0,4.0,6.0,1.0,1.0,4.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,5.0,1,6.0,2.0,4.0,2,1.0,17
3.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,1.0,2.0,5.0,4.0,4.0,3.0,6.0,5.0,6.0,1,6.0,6.0,1.0,1,4.0,22
5.0,4.0,5.0,6.0,3.0,4.0,5.0,6.0,2.0,1.0,1.0,3.0,3.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,6,6.0,3.0,4.0,2,5.0,25
2.0,4.0,6.0,4.0,6.0,5.0,5.0,4.0,1.0,2.0,2.0,1.0,6.0,5.0,6.0,1.0,2.0,2.0,1.0,1.0,6.0,1,6.0,5.0,1.0,2,4.0,44
4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,5,4.0,5.0,3.0,1,3.0,36
5.0,5.0,4.0,6.0,4.0,3.0,5.0,5.0,3.0,1.0,6.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1,4.0,5.0,1.0,1,4.0,36
4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4,4.0,6.0,4.0,1,3.0,26
6.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,4.0,6.0,1,6.0,3.0,1.0,2,3.0,27
1.0,6.0,5.0,5.0,5.0,3.0,4.0,6.0,4.0,5.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,4,4.0,5.0,2.0,1,4.0,27
1.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,2,5.0,5.0,1.0,2,3.0,24
1.0,4.0,4.0,2.0,2.0,5.0,3.0,6.0,2.0,6.0,5.0,6.0,1.0,1.0,1.0,5.0,6.0,6.0,5.0,6.0,5.0,5,4.0,6.0,2.0,2,5.0,33
2.0,5.0,4.0,6.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,5.0,2.0,4,4.0,4.0,5.0,2,3.0,19
1.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,1.0,3.0,4.0,4.0,5.0,4.0,6.0,2.0,2.0,2.0,,5.0,6.0,4,5.0,5.0,2.0,2,3.0,45
3.0,4.0,5.0,6.0,,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,4,4.0,4.0,3.0,1,3.0,23
2.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3,4.0,5.0,2.0,2,3.0,22
1.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,4.0,2.0,6.0,2.0,5.0,2.0,2.0,3.0,5.0,1,5.0,6.0,2.0,1,4.0,35
2.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1.0,2.0,1.0,2.0,5.0,6.0,5.0,1.0,2.0,2.0,2.0,4.0,5.0,3,5.0,6.0,3.0,2,3.0,20
5.0,4.0,4.0,6.0,3.0,3.0,4.0,5.0,3.0,,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0,5.0,3,4.0,4.0,3.0,1,3.0,42
1.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,4.0,3.0,6.0,2,4.0,6.0,2.0,2,4.0,34
4.0,4.0,6.0,3.0,6.0,5.0,5.0,2.0,4.0,6.0,2.0,3.0,6.0,6.0,4.0,3.0,4.0,5.0,2.0,3.0,6.0,5,6.0,6.0,1.0,2,1.0,24
4.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,1,5.0,6.0,1.0,1,3.0,29
2.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,3,4.0,5.0,3.0,2,3.0,21
3.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2,5.0,5.0,2.0,2,5.0,27
5.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,5.0,6.0,2.0,6.0,2.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,2,5.0,5.0,2.0,2,2.0,22
2.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,2.0,6.0,5.0,5.0,3.0,3.0,6.0,4.0,4.0,5.0,6.0,1.0,5.0,1,4.0,5.0,1.0,2,4.0,28
2.0,4.0,5.0,6.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,,5.0,5.0,5.0,2.0,3.0,2.0,3.0,1.0,6.0,1,5.0,3.0,3.0,1,5.0,41
4.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,6.0,1,5.0,6.0,1.0,2,5.0,48
3.0,5.0,2.0,6.0,2.0,6.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0,5.0,2,5.0,5.0,1.0,1,3.0,31
1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,6.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,2,5.0,5.0,2.0,1,4.0,52
1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,3.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4,2.0,6.0,1.0,2,1.0,41
3.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,4.0,6.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,1,3.0,3.0,2.0,2,4.0,22
3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,2,4.0,5.0,4.0,1,4.0,48
2.0,5.0,5.0,6.0,5.0,4.0,3.0,5.0,3.0,2.0,1.0,2.0,4.0,6.0,6.0,2.0,2.0,3.0,2.0,1.0,5.0,5,4.0,5.0,2.0,2,4.0,30
5.0,2.0,5.0,6.0,2.0,2.0,5.0,2.0,5.0,6.0,5.0,5.0,3.0,4.0,2.0,,5.0,6.0,5.0,5.0,6.0,1,5.0,6.0,5.0,1,5.0,39
3.0,3.0,3.0,6.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,5.0,5.0,3.0,4,3.0,4.0,3.0,1,3.0,37
4.0,2.0,1.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,6.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,6.0,1,5.0,6.0,2.0,2,,16
3.0,6.0,6.0,4.0,3.0,5.0,6.0,5.0,4.0,3.0,6.0,5.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,5,4.0,5.0,5.0,2,2.0,17
2.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,3.0,3.0,4.0,6.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,2,4.0,4.0,2.0,2,4.0,37
1.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0,5.0,2.0,2.0,4.0,6.0,5.0,1.0,2.0,1.0,2.0,2.0,6.0,2,5.0,5.0,1.0,2,5.0,61
1.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,6.0,2.0,2.0,4.0,5.0,4.0,4.0,6.0,4.0,5,,5.0,6.0,2,1.0,14
1.0,6.0,5.0,6.0,4.0,5.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,5.0,2,6.0,5.0,1.0,1,3.0,20
4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,6.0,3,4.0,5.0,1.0,1,4.0,32
1.0,4.0,5.0,1.0,5.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4,4.0,6.0,4.0,2,4.0,22
3.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,2.0,6.0,5.0,4.0,1.0,5.0,3.0,4.0,5.0,1.0,2.0,6.0,4.0,2,3.0,4.0,4.0,1,3.0,20
2.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,1.0,1.0,1.0,6.0,6.0,5.0,1.0,1.0,2.0,2.0,2.0,6.0,4,4.0,6.0,2.0,2,5.0,33
4.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,6.0,6.0,5.0,3.0,3.0,3.0,4.0,1.0,6.0,3,6.0,6.0,4.0,2,3.0,23
2.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,2.0,1.0,2.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,2,5.0,6.0,1.0,1,3.0,21
3.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2,4.0,5.0,4.0,1,3.0,43
2.0,5.0,4.0,5.0,5.0,5.0,6.0,2.0,2.0,2.0,6.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,5,2.0,2.0,5.0,2,1.0,47
2.0,5.0,5.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,,3.0,3.0,2,3.0,5.0,2.0,2,3.0,39
2.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,5.0,1,4.0,6.0,2.0,2,3.0,26
1.0,,4.0,6.0,4.0,4.0,6.0,4.0,1.0,1.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4,5.0,2.0,4.0,1,3.0,23
1.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4,5.0,6.0,2.0,2,4.0,23
2.0,5.0,5.0,4.0,5.0,4.0,,,2.0,2.0,2.0,2.0,5.0,5.0,6.0,2.0,2.0,1.0,5.0,2.0,4.0,2,4.0,5.0,3.0,2,5.0,21
1.0,5.0,4.0,6.0,5.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,4.0,6.0,5.0,2.0,2.0,2.0,1.0,4.0,6.0,1,6.0,6.0,1.0,2,5.0,47
1.0,5.0,,6.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,4,4.0,4.0,3.0,2,3.0,18
4.0,4.0,5.0,6.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,6.0,1,4.0,5.0,1.0,1,2.0,20
1.0,4.0,5.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,5,2.0,5.0,2.0,2,3.0,20
3.0,5.0,6.0,6.0,6.0,4.0,6.0,4.0,2.0,2.0,2.0,1.0,4.0,6.0,6.0,3.0,5.0,2.0,5.0,6.0,6.0,6,5.0,5.0,2.0,2,3.0,44
5.0,3.0,3.0,6.0,2.0,5.0,6.0,4.0,1.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,2,3.0,5.0,2.0,2,3.0,20
1.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,1,4.0,4.0,5.0,2,3.0,29
1.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,2,4.0,5.0,3.0,2,3.0,20
1.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,6.0,2.0,4.0,4.0,3.0,3.0,4.0,2,5.0,4.0,2.0,2,5.0,54
5.0,5.0,3.0,6.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4,3.0,4.0,4.0,2,3.0,34
2.0,4.0,1.0,1.0,5.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,5.0,6.0,3.0,4.0,4.0,2.0,2.0,4.0,6.0,5,4.0,6.0,2.0,1,3.0,28
3.0,,6.0,4.0,6.0,6.0,6.0,,5.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,5.0,2.0,2.0,6.0,6.0,3,5.0,4.0,6.0,2,2.0,17
4.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,2.0,3.0,2.0,1.0,6.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,2,3.0,4.0,1.0,2,1.0,20
4.0,3.0,5.0,4.0,2.0,6.0,6.0,5.0,1.0,2.0,6.0,6.0,6.0,1.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,1,5.0,6.0,1.0,2,,17
1.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,4.0,2.0,3.0,5.0,6.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,4,4.0,5.0,5.0,2,4.0,24
1.0,5.0,4.0,6.0,5.0,5.0,4.0,6.0,4.0,4.0,1.0,1.0,6.0,6.0,6.0,2.0,2.0,3.0,1.0,2.0,6.0,4,6.0,5.0,2.0,1,3.0,20
2.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,3.0,4.0,6.0,4.0,3.0,5.0,4,3.0,6.0,4.0,2,1.0,20
4.0,6.0,2.0,5.0,5.0,6.0,5.0,6.0,2.0,3.0,2.0,2.0,5.0,5.0,6.0,3.0,4.0,4.0,3.0,3.0,6.0,2,5.0,5.0,2.0,2,3.0,19
1.0,6.0,6.0,6.0,6.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,6.0,1.0,2.0,2.0,2.0,4.0,6.0,2.0,5,4.0,6.0,3.0,2,4.0,34
2.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,1,5.0,6.0,1.0,2,5.0,44
2.0,4.0,1.0,2.0,2.0,5.0,5.0,4.0,1.0,6.0,2.0,2.0,2.0,5.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,4,4.0,4.0,4.0,2,5.0,32
4.0,5.0,4.0,2.0,4.0,5.0,6.0,5.0,2.0,6.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,6.0,5.0,4.0,6,4.0,5.0,6.0,2,5.0,38
4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,6.0,4.0,5.0,3.0,2.0,5.0,4.0,5.0,6.0,4.0,5.0,6.0,3,4.0,6.0,1.0,1,5.0,26
2.0,5.0,3.0,6.0,5.0,2.0,4.0,5.0,3.0,4.0,,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,3,,4.0,2.0,2,5.0,37
3.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,1.0,2.0,4.0,2.0,6.0,5.0,6.0,4.0,4.0,2.0,2.0,2.0,5.0,1,6.0,6.0,3.0,2,3.0,30
,6.0,6.0,6.0,,2.0,6.0,4.0,3.0,6.0,1.0,6.0,5.0,5.0,3.0,1.0,3.0,3.0,5.0,6.0,4.0,5,3.0,6.0,3.0,2,2.0,39
1.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,3,5.0,6.0,1.0,2,5.0,25
1.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,2.0,6.0,1,6.0,6.0,1.0,2,3.0,19
1.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4,2.0,5.0,2.0,2,,16
4.0,5.0,6.0,1.0,6.0,6.0,5.0,5.0,1.0,5.0,1.0,1.0,6.0,6.0,6.0,2.0,5.0,1.0,4.0,1.0,6.0,1,6.0,6.0,1.0,2,4.0,29
1.0,5.0,5.0,6.0,6.0,2.0,,3.0,2.0,6.0,,2.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,4.0,4.0,6,5.0,4.0,1.0,2,3.0,20
3.0,5.0,5.0,3.0,3.0,6.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,6.0,1,6.0,5.0,2.0,1,5.0,23
1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,6.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,6,,5.0,2.0,2,3.0,19
2.0,5.0,5.0,1.0,5.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,1.0,3.0,2.0,4.0,1.0,4.0,2,3.0,5.0,2.0,2,4.0,39
1.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1.0,6.0,2,5.0,5.0,1.0,1,2.0,36
2.0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,1.0,6.0,5.0,1.0,5.0,2.0,2.0,3.0,6.0,2.0,6.0,1,6.0,4.0,1.0,2,4.0,46
2.0,5.0,5.0,3.0,5.0,5.0,4.0,6.0,3.0,4.0,2.0,2.0,5.0,6.0,6.0,4.0,5.0,4.0,2.0,2.0,6.0,2,5.0,5.0,3.0,1,3.0,20
2.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,4.0,3.0,6.0,1,6.0,3.0,2.0,1,3.0,21
1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,6.0,6.0,3.0,4.0,2,5.0,6.0,1.0,2,3.0,20
1.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,1.0,4.0,2.0,4.0,4.0,6.0,5.0,5.0,4.0,1.0,1.0,5.0,6.0,6,5.0,6.0,1.0,2,3.0,18
3.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,5.0,5.0,1.0,4.0,6.0,6.0,6.0,5.0,1.0,6.0,1,6.0,6.0,1.0,2,5.0,47
2.0,5.0,3.0,1.0,4.0,6.0,6.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,6.0,3.0,4.0,5.0,4.0,2.0,6.0,1,5.0,5.0,1.0,2,3.0,19
1.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,4.0,3.0,5.0,4,4.0,5.0,3.0,2,3.0,38
2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,2,5.0,5.0,4.0,2,3.0,28
5.0,3.0,6.0,6.0,,,6.0,5.0,5.0,1.0,5.0,5.0,5.0,6.0,6.0,1.0,5.0,3.0,5.0,2.0,5.0,3,4.0,4.0,4.0,2,2.0,23
1.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,2,5.0,6.0,2.0,2,3.0,20
2.0,2.0,4.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,6.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,5.0,3,2.0,5.0,4.0,2,5.0,35
2.0,5.0,5.0,6.0,5.0,1.0,5.0,5.0,,2.0,1.0,2.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0,4.0,3,4.0,3.0,2.0,2,4.0,43
2.0,5.0,6.0,5.0,6.0,3.0,2.0,2.0,5.0,5.0,2.0,2.0,6.0,5.0,5.0,1.0,2.0,6.0,3.0,4.0,6.0,6,4.0,5.0,6.0,1,3.0,20
3.0,5.0,2.0,6.0,2.0,6.0,5.0,6.0,1.0,1.0,5.0,4.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,4,2.0,5.0,4.0,2,5.0,35
5.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,2.0,,2.0,6.0,6.0,5.0,5.0,2.0,6.0,4.0,2.0,5.0,5,4.0,4.0,2.0,1,4.0,21
4.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,6.0,1,4.0,5.0,3.0,1,,30
2.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,6.0,6.0,2.0,4.0,5,3.0,4.0,4.0,2,3.0,30
5.0,4.0,4.0,4.0,3.0,6.0,5.0,5.0,4.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,1.0,6.0,1,5.0,6.0,1.0,1,3.0,34
1.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,1.0,2.0,4.0,3.0,2.0,5.0,6.0,1.0,1.0,1.0,4.0,1.0,5.0,2,5.0,5.0,2.0,2,2.0,47
1.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,2,5.0,3.0,2.0,1,5.0,58
1.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,1.0,3.0,2.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1,6.0,6.0,2.0,1,3.0,29
1.0,6.0,6.0,5.0,6.0,3.0,3.0,6.0,1.0,1.0,2.0,6.0,5.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,4.0,2,4.0,4.0,1.0,2,3.0,47
5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,2.0,6.0,2.0,1.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,2,4.0,6.0,2.0,2,3.0,20
1.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,2,5.0,5.0,2.0,2,1.0,21
3.0,4.0,5.0,6.0,5.0,2.0,6.0,5.0,2.0,1.0,5.0,4.0,3.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,5,4.0,4.0,2.0,1,1.0,20
2.0,6.0,6.0,6.0,3.0,4.0,5.0,5.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,4,5.0,5.0,1.0,1,3.0,40
1.0,5.0,4.0,6.0,5.0,5.0,5.0,2.0,2.0,5.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,1.0,5.0,1,5.0,6.0,2.0,2,,17
1.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,6.0,6.0,6.0,4.0,5.0,4.0,1.0,2.0,6.0,1,6.0,6.0,2.0,1,3.0,23
1.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,1.0,3.0,1.0,2.0,5.0,6.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,1,4.0,6.0,5.0,2,5.0,32
1.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,1.0,1.0,2.0,6.0,6.0,5.0,4.0,1.0,2.0,4.0,4.0,6.0,5.0,1,4.0,5.0,2.0,2,1.0,18
3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,6.0,3.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,5,5.0,5.0,1.0,1,3.0,22
1.0,6.0,5.0,6.0,6.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,6.0,6.0,5.0,1.0,6.0,2.0,2.0,3.0,4.0,5,5.0,6.0,1.0,2,3.0,25
2.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,6.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,5,2.0,5.0,5.0,1,5.0,26
1.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,2.0,6.0,3.0,6.0,6.0,6.0,5.0,2.0,2.0,3.0,2.0,1.0,6.0,2,3.0,6.0,5.0,2,3.0,29
3.0,5.0,6.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,6.0,4.0,1.0,1.0,1.0,2.0,2.0,5.0,3,4.0,3.0,3.0,2,3.0,24
1.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,2.0,4.0,2.0,1.0,6.0,5.0,6.0,2.0,4.0,2.0,2.0,3.0,5.0,5,6.0,6.0,3.0,2,3.0,46
1.0,5.0,5.0,6.0,5.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4,4.0,5.0,3.0,2,5.0,56
